SiteCode,Site.Name,Site.Latitude,Site.Longitude,Country,surveys,Start,Latest,Times,X10,Latitude,Longitude
CAN102,ALEGRANZA,29.391538,-13.495905,Spain,2,2015,2015,1,NA,29.39,-13.5
CAN103,Alegranza South,29.383159,-13.515383,Spain,2,2015,2015,1,NA,29.38,-13.52
CAN104,La Lajita,28.176558,-14.163591,Spain,2,2015,2015,1,NA,28.18,-14.16
CAN105,Punta Jandia,28.072934,-14.497399,Spain,2,2015,2015,1,NA,28.07,-14.5
CAN106,Pozo Negro,28.321255,-13.894814,Spain,2,2015,2015,1,NA,28.32,-13.89
CAN107,Valle Gran Rey,28.079934,-17.331071,Spain,2,2015,2015,1,NA,28.08,-17.33
CAN11,Las Teresitas,28.5085,-16.1811,Spain,2,2011,2011,1,NA,28.51,-16.18
CAN12,Abades,28.14238,-16.4387,Spain,2,2011,2011,1,NA,28.14,-16.44
CAN13,Las Eras,28.192738,-16.422344,Spain,4,2011,2011,1,NA,28.19,-16.42
CAN14,Risco Verde,27.8566,-15.3873,Spain,2,2011,2011,1,NA,27.86,-15.39
CAN15,Punta Prieta,28.274556,-16.383275,Spain,4,2012,2012,1,NA,28.27,-16.38
CAN16,Teno Norte,28.3416,-16.9198,Spain,9,2012,2012,1,NA,28.34,-16.92
CAN19,Tabaiba Norte,28.4013,-16.3312,Spain,4,2012,2012,1,NA,28.4,-16.33
CAN2,La Caleta Este,27.8003,-17.88635,Spain,3,2011,2011,1,NA,27.8,-17.89
CAN21,Puertito de Güímar,28.294517,-16.37373,Spain,6,2012,2012,1,NA,28.29,-16.37
CAN23,Costa Caricia Norte,28.40742,-16.31047,Spain,4,2012,2012,1,NA,28.41,-16.31
CAN24,Fasnia Norte,28.22075,-16.41267,Spain,3,2012,2012,1,NA,28.22,-16.41
CAN26,El Tablado Sur,28.23907,-16.40304,Spain,1,2012,2012,1,NA,28.24,-16.4
CAN27,Chimiche Norte,28.09883,-16.47955,Spain,3,2012,2012,1,NA,28.1,-16.48
CAN28,Chimiche Sur,28.09427,-16.48191,Spain,2,2012,2012,1,NA,28.09,-16.48
CAN30,La Jaca Sur,28.11894,-16.46277,Spain,2,2012,2012,1,NA,28.12,-16.46
CAN32,Barranco del Kikere,28.9185987,-13.681791,Spain,2,2012,2012,1,NA,28.92,-13.68
CAN33,Puerto del Carmen,28.9182,-13.6665,Spain,1,2012,2012,1,NA,28.92,-13.67
CAN37,Puerto Naos,28.5858,-17.9116,Spain,3,2012,2012,1,NA,28.59,-17.91
CAN38,Faro de Fuencaliente,28.4553,-17.8444,Spain,2,2012,2012,1,NA,28.46,-17.84
CAN39,Punta Muelle La Palma,28.6715,-17.7639,Spain,1,2012,2012,1,NA,28.67,-17.76
CAN4,Puerto Naos,27.64554,-17.99875,Spain,3,2011,2011,1,NA,27.65,-18
CAN40,Prin. Muelle La Palma,28.6784,-17.7654,Spain,1,2012,2012,1,NA,28.68,-17.77
CAN42,Jover,28.5469,-16.3698,Spain,2,2012,2012,1,NA,28.55,-16.37
CAN43,Espigón Güimar,28.2878,-16.37839,Spain,2,2012,2012,1,NA,28.29,-16.38
CAN44,Los Gigantes Puerto,28.248089,-16.843489,Spain,2,2012,2012,1,NA,28.25,-16.84
CAN45,Baranco Seco,28.268458,-16.850992,Spain,2,2012,2012,1,NA,28.27,-16.85
CAN46,Barranco del Kikere 2,28.917,-13.6942,Spain,2,2012,2012,1,NA,28.92,-13.69
CAN47,Playa de los Guinchos,28.662,-17.769,Spain,2,2012,2012,1,NA,28.66,-17.77
CAN48,Garachico Puerto,28.3733,-16.7526,Spain,2,2012,2012,1,NA,28.37,-16.75
CAN5,Punta Fraile,27.63995,-17.99556,Spain,3,2011,2011,1,NA,27.64,-18
CAN50,CaletillasUnelcoArtificial,28.38114,-16.35615,Spain,2,2012,2012,1,NA,28.38,-16.36
CAN51,CaletillasNatural,28.38437,-16.35294,Spain,2,2012,2012,1,NA,28.38,-16.35
CAN52,Unelco Granadilla Art,28.0871,-16.4903,Spain,2,2012,2012,1,NA,28.09,-16.49
CAN54,Puerto San Juan,28.178,-16.814,Spain,2,2012,2012,1,NA,28.18,-16.81
CAN55,Puerto San Juan Nat,28.179,-16.818,Spain,2,2012,2012,1,NA,28.18,-16.82
CAN56,Puerto Colón Nat,28.079,-16.738,Spain,3,2012,2012,1,NA,28.08,-16.74
CAN57,Playa Paraíso,28.1183,-16.7771,Spain,2,2012,2012,1,NA,28.12,-16.78
CAN58,Puerto San Miguel Art,28.021,-16.609,Spain,2,2012,2012,1,NA,28.02,-16.61
CAN60,Masca,28.28389,-16.86394,Spain,1,2013,2013,1,NA,28.28,-16.86
CAN61,Playa la Arena,28.22907,-16.84297,Spain,1,2013,2013,1,NA,28.23,-16.84
CAN62,Abama,28.17015,-16.80522,Spain,1,2013,2013,1,NA,28.17,-16.81
CAN63,Armeñime,28.11259,-16.76967,Spain,1,2013,2013,1,NA,28.11,-16.77
CAN64,Las Galletas,28.00787,-16.6613,Spain,1,2013,2013,1,NA,28.01,-16.66
CAN65,Los Abrigos,28.02814,-16.59582,Spain,1,2013,2013,1,NA,28.03,-16.6
CAN66,Pal Mar,28.02627,-16.7056,Spain,1,2013,2013,1,NA,28.03,-16.71
CAN67,Guaza,28.04207,-16.71111,Spain,1,2013,2013,1,NA,28.04,-16.71
CAN68,Fañabé,28.08988,-16.74369,Spain,1,2013,2013,1,NA,28.09,-16.74
CAN69,Punta de Abona,28.15361,-16.43057,Spain,1,2013,2013,1,NA,28.15,-16.43
CAN7,Puerto de la Cruz offshore,28.42213,-16.55349,Spain,2,2011,2011,1,NA,28.42,-16.55
CAN70,Ensenada de Abades,28.1346,-16.4459,Spain,1,2013,2013,1,NA,28.13,-16.45
CAN71,Punta Hidalgo,28.57,-16.3338,Spain,1,2013,2013,1,NA,28.57,-16.33
CAN72,EL PRIS,28.5119,-16.4206,Spain,1,2013,2013,1,NA,28.51,-16.42
CAN73,Mesa del Mar,28.5043,-16.4247,Spain,1,2013,2013,1,NA,28.5,-16.42
CAN74,PTO. DE LA CRUZ,28.4143,-16.5602,Spain,1,2013,2013,1,NA,28.41,-16.56
CAN75,Tapahuga,28.033,-17.183,Spain,2,2015,2015,1,NA,28.03,-17.18
CAN76,San Sebastian,28.084283,-17.112481,Spain,2,2015,2015,1,NA,28.08,-17.11
CAN77,El Pescante,28.179022,-17.173507,Spain,2,2015,2015,1,NA,28.18,-17.17
CAN78,La Rajita,28.049607,-17.29956,Spain,2,2015,2015,1,NA,28.05,-17.3
CAN79,Bonanza,27.730136,-17.942626,Spain,2,2015,2015,1,NA,27.73,-17.94
CAN82,La Restinga - Usos restringidos 1,27.649042,-18.009606,Spain,2,2015,2015,1,NA,27.65,-18.01
CAN84,La Restinga - Fuera de reserva 1,27.674655,-18.029418,Spain,2,2015,2015,1,NA,27.67,-18.03
CAN85,La Restinga - Fuera Reserva (El Rio),27.639258,-17.976574,Spain,2,2015,2015,1,NA,27.64,-17.98
CAN86,La Palma - Fuera be la reserva,28.45657,-17.849726,Spain,3,2015,2015,1,NA,28.46,-17.85
CAN87,La Palma 0 Reserva integral 1,28.519988,-17.877115,Spain,2,2015,2015,1,NA,28.52,-17.88
CAN88,La Palma - Reserva Integral 2,28.511144,-17.876838,Spain,2,2015,2015,1,NA,28.51,-17.88
CAN89,La Palma - Usos Restringidos,28.48221,-17.871051,Spain,1,2015,2015,1,NA,28.48,-17.87
CAN9,Simple Reef,28.41944,-16.53035,Spain,2,2011,2011,1,NA,28.42,-16.53
CAN90,MOGÁN,27.816962,-15.761322,Spain,2,2015,2015,1,NA,27.82,-15.76
CAN91,ARGUINEGUIN,27.754954,-15.682828,Spain,2,2015,2015,1,NA,27.75,-15.68
CAN92,AGAETE,28.098104,-15.708885,Spain,2,2015,2015,1,NA,28.1,-15.71
CAN93,LA ALDEA DE SAN NICOLAS,28.005613,-15.816661,Spain,2,2015,2015,1,NA,28.01,-15.82
CAN94,TUFIA,27.961609,-15.379002,Spain,2,2015,2015,1,NA,27.96,-15.38
CAN95,PLAYA BLANCA,28.860727,-13.847384,Spain,2,2015,2015,1,NA,28.86,-13.85
CAN97,PLAYA FLAMINGO,28.856525,-13.842439,Spain,2,2015,2015,1,NA,28.86,-13.84
CAN98,MONTAÑA CLARA,29.288725,-13.535792,Spain,2,2015,2015,1,NA,29.29,-13.54
CAN99,LA GRACIOSA,29.216915,-13.526646,Spain,2,2015,2015,1,NA,29.22,-13.53
CANT1,Comillas,43.392088,-4.288504,Spain,2,2015,2015,1,NA,43.39,-4.29
CANT2,Playa Ris,43.495058,-3.521782,Spain,2,2015,2015,1,NA,43.5,-3.52
CANT3,Castrourdiales,43.389503,-3.223538,Spain,2,2015,2015,1,NA,43.39,-3.22
CANT4,Liencres,43.47,-3.943,Spain,2,2015,2015,1,NA,43.47,-3.94
CAR1,Long Key SE,24.62056,-82.86406,United States,2,2011,2011,1,NA,24.62,-82.86
CAR10,Coral Nursery,13.37479,-81.34405,Colombia,3,2011,2011,1,NA,13.37,-81.34
CAR11,Tanques Place,13.37903,-81.42346,Colombia,1,2011,2011,1,NA,13.38,-81.42
CAR12,Sena,13.37159,-81.40394,Colombia,3,2011,2011,1,NA,13.37,-81.4
CAR13,Starboard Harbour Buoy,13.3895,-81.38481,Colombia,3,2011,2011,1,NA,13.39,-81.38
CAR14,Two Islands,13.40015,-81.37399,Colombia,2,2011,2011,1,NA,13.4,-81.37
CAR15,Outer Channel Marker   Providencia,13.3987,-81.39579,Colombia,3,2011,2011,1,NA,13.4,-81.4
CAR16,Wild Life,12.51884,-81.73215,Colombia,4,2011,2011,1,NA,12.52,-81.73
CAR17,Montanita,12.58681,-81.71718,Colombia,4,2011,2011,1,NA,12.59,-81.72
CAR18,Little Reef,12.58415,-81.68365,Colombia,3,2011,2011,1,NA,12.58,-81.68
CAR19,Little Reef 2,12.58619,-81.6887,Colombia,3,2011,2011,1,NA,12.59,-81.69
CAR2,Garden Key SE,24.609,-82.87406,United States,2,2011,2011,1,NA,24.61,-82.87
CAR20,Little Reef 3,12.58338,-81.68528,Colombia,3,2011,2011,1,NA,12.58,-81.69
CAR21,Porvenir1,9.55746,-78.95041,Panama,2,2011,2011,1,NA,9.56,-78.95
CAR24,Chichime SW,9.58772,-78.88924,Panama,4,2011,2011,1,NA,9.59,-78.89
CAR25,Chichime SE,9.58341,-78.87863,Panama,2,2011,2011,1,NA,9.58,-78.88
CAR26,Chichime NE,9.5847,-78.86837,Panama,2,2011,2011,1,NA,9.58,-78.87
CAR27,S2 Serrana,14.31107,-80.36544,Caribbean Sea,1,2016,2016,1,NA,14.31,-80.37
CAR28,S10 Serrana,14.3648,-80.27538,Caribbean Sea,1,2016,2016,1,NA,14.36,-80.28
CAR29,Gardens,14.35256,-80.21694,Caribbean Sea,1,2016,2016,1,NA,14.35,-80.22
CAR3,Windjammer wreck,24.62429,-82.94296,United States,4,2011,2011,1,NA,24.62,-82.94
CAR30,S35 Serrana,14.36083,-80.22832,Caribbean Sea,1,2016,2016,1,NA,14.36,-80.23
CAR31,S25Serrana,14.41114,-80.19104,Caribbean Sea,1,2016,2016,1,NA,14.41,-80.19
CAR32,S30 Serrana,14.45737,-80.25897,Caribbean Sea,1,2016,2016,1,NA,14.46,-80.26
CAR33,S18Serrana,14.46479,-80.23952,Caribbean Sea,1,2016,2016,1,NA,14.46,-80.24
CAR34,Little Nirvana,14.30487,-80.35566,Caribbean Sea,1,2016,2016,1,NA,14.3,-80.36
CAR4,Grand Cayman anchorage,19.3066,-81.38695,Cayman Islands,3,2011,2011,1,NA,19.31,-81.39
CAR5,Providencia2,13.45828,-81.36453,Colombia,3,2011,2011,1,NA,13.46,-81.36
CAR6,Providencia1,13.45645,-81.36713,Colombia,3,2011,2011,1,NA,13.46,-81.37
CAR7,Bajo Felipe,13.36448,-81.40478,Colombia,2,2011,2011,1,NA,13.36,-81.4
CAR8,Tete s Place,13.32793,-81.41154,Colombia,3,2011,2011,1,NA,13.33,-81.41
CAR9,The Pinacles,13.3803,-81.33894,Colombia,4,2011,2011,1,NA,13.38,-81.34
CAT1,La Seca,41.672009,2.802077,Spain,3,2015,2015,1,NA,41.67,2.8
CAT10,Lloret,41.692956,2.8420010000000002,Spain,2,2015,2015,1,NA,41.69,2.84
CAT11,Port Bou Nort,42.431397,3.171797,Spain,2,2015,2015,1,NA,42.43,3.17
CAT12,Port Bou South,42.424292,3.171558,Spain,2,2015,2015,1,NA,42.42,3.17
CAT13,Llança nort,42.373187,3.165124,Spain,2,2015,2015,1,NA,42.37,3.17
CAT15,Port de la Selva nort,42.351889,3.187955,Spain,2,2015,2015,1,NA,42.35,3.19
CAT17,Pta. Codera sur (Parque Natural),42.305033,3.292645,Spain,2,2015,2015,1,NA,42.31,3.29
CAT18,Pta. Codera Norte (Parque Natural),42.311086,3.312753,Spain,2,2015,2015,1,NA,42.31,3.31
CAT19,Cala Tabellera (Parque Natural),42.332226,3.248165,Spain,2,2015,2015,1,NA,42.33,3.25
CAT2,Tossa,41.7217,2.9399,Spain,2,2015,2015,1,NA,41.72,2.94
CAT20,Cap Gros (Parque Natural),42.342067,3.238974,Spain,2,2015,2015,1,NA,42.34,3.24
CAT21,Cala Tamarinda (Parque Natural),42.346946,3.214339,Spain,2,2015,2015,1,NA,42.35,3.21
CAT23,Els Caials (Parque Natural),42.28432,3.298643,Spain,2,2015,2015,1,NA,42.28,3.3
CAT24,Punta del pelegrin (Parque Natural),42.253365,3.273882,Spain,2,2015,2015,1,NA,42.25,3.27
CAT25,Cabo pelegrin (Parque Natural),42.253249,3.280883,Spain,2,2015,2015,1,NA,42.25,3.28
CAT26,Pta. Port Reix (Parque Natural),42.2373763,3.226773,Spain,2,2015,2015,1,NA,42.24,3.23
CAT27,Bahía Reix (Parque Natural),42.233493,3.21615,Spain,2,2015,2015,1,NA,42.23,3.22
CAT28,Las islas (Parque Natural),42.24,3.192473,Spain,2,2015,2015,1,NA,42.24,3.19
CAT29,Bernat (Reserva marina),42.041373,3.227829,Spain,2,2015,2015,1,NA,42.04,3.23
CAT31,El Montgrí (Parque natural),42.090803,3.19159,Spain,1,2015,2015,1,NA,42.09,3.19
CAT32,El Montgrí I (Parque natural),42.061654,3.210046,Spain,1,2015,2015,1,NA,42.06,3.21
CAT33,Salpaxat (Reserva marina),42.049644,3.221066,Spain,2,2015,2015,1,NA,42.05,3.22
CAT34,Pota del Llop (Reserva marina),42.049093,3.226201,Spain,2,2015,2015,1,NA,42.05,3.23
CAT36,Jardin botánico,41.676087,2.80653,Spain,2,2015,2015,1,NA,41.68,2.81
CAT39,Port Estany,40.868005,0.793495,Spain,2,2015,2015,1,NA,40.87,0.79
CAT40,Cala Boncapo,40.873331,0.796072,Spain,2,2015,2015,1,NA,40.87,0.8
CAT41,Begur,41.960973,3.230371,Spain,2,2015,2015,1,NA,41.96,3.23
CAT42,Cala Margarida,41.848786,3.141082,Spain,2,2015,2015,1,NA,41.85,3.14
CAT43,Cala Llevadó (observatorio),41.709853,2.906351,Spain,2,2015,2015,1,NA,41.71,2.91
CAT5,S'Agulla,41.681938,2.816245,Spain,3,2015,2015,1,NA,41.68,2.82
CAT6,Port Salvi,41.770992,3.030413,Spain,3,2015,2015,1,NA,41.77,3.03
CAT9,Cueva Bullents,41.703013,2.890903,Spain,3,2015,2015,1,NA,41.7,2.89
CBC1,South Reef,16.776183,-88.0754,Belize,6,2015,2016,2,NA,16.78,-88.08
CBC14,Tobacco Reef 30,16.868278,-88.066167,Belize,4,2015,2016,2,NA,16.87,-88.07
CBC17,Curlew patch reef,16.78,-88.10123,Belize,5,2015,2016,2,NA,16.78,-88.1
CBMP1,Anemone mooring Julien Rocks,-28.611,153.62831,Australia,2,2010,2010,1,NA,-28.61,153.63
CBMP3,The Wreck Main Beach,-28.638579,153.611141,Australia,1,2010,2010,1,NA,-28.64,153.61
CEU1,Benzú,35.916396,-5.380102,Spain,2,2015,2015,1,NA,35.92,-5.38
CEU2,Desnarigado,35.89376,-5.283377,Spain,2,2015,2015,1,NA,35.89,-5.28
CEU3,Paraiso,35.901589,-5.282497,Spain,2,2015,2015,1,NA,35.9,-5.28
CEU4,Castillo,35.88927,-5.296059,Spain,2,2015,2015,1,NA,35.89,-5.3
CG1,Nth of Pinnacles (662),-31.68207,152.90948,Australia,8,2009,2016,2,NA,-31.68,152.91
CG4,Z - 3 (666),-31.70804,152.90093,Australia,2,2009,2009,1,NA,-31.71,152.9
CG5,Deep Wall (665),-31.69339,152.90375,Australia,1,2009,2009,1,NA,-31.69,152.9
CG6,Z - 1 - 28 (M2-28),-31.71699,152.88254,Australia,4,2009,2016,2,NA,-31.72,152.88
CG7,Leahs Lumps (L-BUMP),-31.72582,152.86517,Australia,2,2009,2016,2,NA,-31.73,152.87
CHILE1,Islote Marchand,-54.933483,-67.682729,Chile,1,2010,2010,1,NA,-54.93,-67.68
CHILE10,Pena Blanca offshore,-33.36402,-71.69817,Chile,1,2019,2019,1,NA,-33.36,-71.7
CHILE11,Pena Blanca,-33.36377,-71.69247,Chile,2,2019,2019,1,NA,-33.36,-71.69
CHILE12,Algarrobo,-33.35651,-71.67304,Chile,1,2019,2019,1,NA,-33.36,-71.67
CHILE13,Algarrobo Marina,-33.36927,-71.68495,Chile,1,2019,2019,1,NA,-33.37,-71.68
CHILE14,ECIM South,-33.50232,-71.63187,Chile,2,2019,2019,1,NA,-33.5,-71.63
CHILE17,ECIM Norte,-33.50351,-71.63729,Chile,2,2019,2019,1,NA,-33.5,-71.64
CHILE2,Bahía Oeste Puerto Williams,-54.91984,-67.777346,Chile,1,2010,2010,1,NA,-54.92,-67.78
CHILE3,Islas Gemelos,-54.919724,-67.36303,Chile,2,2010,2010,1,NA,-54.92,-67.36
CHILE4,Puerto Williams este,-54.926767,-67.413242,Chile,1,2010,2010,1,NA,-54.93,-67.41
CHILE5,Puerto Navarino oeste,-54.91613,-68.365158,Chile,2,2010,2010,1,NA,-54.92,-68.37
CHILE6,Murray Channel NW,-54.950627,-68.401177,Chile,2,2010,2010,1,NA,-54.95,-68.4
CHILE7,Ponsonby Bay NW,-55.037542,-68.43718,Chile,1,2010,2010,1,NA,-55.04,-68.44
CHILE8,Ponsonby Bay central east,-55.046785,-68.42175,Chile,1,2010,2010,1,NA,-55.05,-68.42
CHMP-S1,Howe Outer,-37.50853,149.9761,Australia,4,2011,2011,1,NA,-37.51,149.98
CHMP-S3,Gabo Boulder Bay,-37.564,149.9179,Australia,6,2011,2015,2,NA,-37.56,149.92
CHMP-S4,Gabo NE Gulch,-37.5532,149.912,Australia,4,2011,2011,1,NA,-37.55,149.91
CHMP-S6,Howe West,-37.50987,149.9735,Australia,4,2011,2011,1,NA,-37.51,149.97
CHMP-S7,Prince Wreck,-37.52067,149.9643,Australia,4,2011,2011,1,NA,-37.52,149.96
CHMP-S9,Gabo Harbour,-37.55564,149.90763,Australia,12,2008,2015,5,NA,-37.56,149.91
CI1,Flying Fish Cove Boat Ramp,-10.42962,105.6681,Australia,1,2010,2019,2,NA,-10.43,105.67
CI10,Isabel Beach,-10.42366,105.66985,Australia,1,2010,2010,1,NA,-10.42,105.67
CI12,Ethel Beach W,-10.46304,105.7077,Australia,1,2010,2010,1,NA,-10.46,105.71
CI6,West White Beach,-10.46143,105.58156,Australia,1,2010,2010,1,NA,-10.46,105.58
CI7,Million Dollar Bommie,-10.45623,105.63594,Australia,1,2010,2010,1,NA,-10.46,105.64
CI8,Murrial Beach,-10.46854,105.5578,Australia,1,2010,2010,1,NA,-10.47,105.56
COO18,Pullen Island,-35.537779,138.69255,Australia,12,2012,2013,2,NA,-35.54,138.69
COO20,Basham's Beach,-35.52461,138.6999,Australia,8,2017,2018,2,NA,-35.52,138.7
COOK1,Aitutaki 1,-18.85415,-159.80642,Cook Islands,1,2009,2009,1,NA,-18.85,-159.81
COOK2,Aitutaki 2,-18.85616,-159.81254,Cook Islands,1,2009,2009,1,NA,-18.86,-159.81
COOK3,Aitutaki 3,-18.92829,-159.75881,Cook Islands,1,2009,2009,1,NA,-18.93,-159.76
COOK5,Aroa Marine Reserve,-21.2586,-159.8182,Cook Islands,2,2018,2018,1,NA,-21.26,-159.82
COR1,Fitzroy Island,-16.93144,145.98775,Australia,2,2010,2010,1,NA,-16.93,145.99
COR10,Michaelmis Cay,-16.60383,145.96884,Australia,4,2010,2010,1,NA,-16.6,145.97
COR11,Hastings Reef,-16.52825,145.99349,Australia,6,2010,2017,2,NA,-16.53,145.99
COR12,Agincourt Reef - The Gap,-15.9758,145.8291,Australia,3,2010,2017,2,NA,-15.98,145.83
COR13,Agincourt Reef - The Point,-15.96846,145.81968,Australia,3,2010,2017,2,NA,-15.97,145.82
COR14,Agincourt Reef - Three Sisters,-15.9609,145.80432,Australia,3,2010,2017,2,NA,-15.96,145.8
COR2,Moore Reef,-16.88857,146.191837,Australia,5,2010,2010,1,NA,-16.89,146.19
COR3,Norman Reef Pontoon,-16.42525,145.991028,Australia,1,2010,2010,1,NA,-16.43,145.99
COR4,Petaj Bommie Milln Reef,-16.78849,146.26849,Australia,7,2010,2015,2,NA,-16.79,146.27
COR6,Whale Bommie Milln Reef,-16.78387,146.27118,Australia,4,2010,2015,2,NA,-16.78,146.27
COR7,Tennis Court Flynn Reef,-16.73392,146.26511,Australia,4,2010,2015,2,NA,-16.73,146.27
CS1,Long Reef West,-19.29696,152.23517,Australia,6,2012,2019,5,NA,-19.3,152.24
CS10,NE Herald Cay SW,-16.947773,149.182624,Australia,4,2012,2017,2,NA,-16.95,149.18
CS100,Lihou west,-17.35843,151.5299,Australia,2,2013,2018,2,NA,-17.36,151.53
CS101,Diamond Cay Islet,-17.41432,151.07258,Australia,4,2013,2016,2,NA,-17.41,151.07
CS102,East Diamond Islet NW,-17.41703,151.07128,Australia,4,2013,2016,2,NA,-17.42,151.07
CS103,East Diamond Islet lagoon,-17.43525,151.07027,Australia,4,2013,2016,2,NA,-17.44,151.07
CS104,East Diamond Islet Tower,-17.4347,151.07127,Australia,3,2013,2016,2,NA,-17.43,151.07
CS105,Central Diamond Islet,-17.45072,150.95122,Australia,2,2013,2013,1,NA,-17.45,150.95
CS107,South Diamond Islet,-17.65732,150.82337,Australia,2,2013,2013,1,NA,-17.66,150.82
CS108,South Dimond Milky,-17.6565,150.825233,Australia,2,2013,2013,1,NA,-17.66,150.83
CS11,NE Herald Cay Central,-16.93653,149.19696,Australia,4,2012,2017,2,NA,-16.94,149.2
CS110,Tregrosse Outlier Reef Down,-17.71175,150.736917,Australia,4,2013,2016,2,NA,-17.71,150.74
CS111,Tregrosse Outlier Reef,-17.71298,150.7345,Australia,4,2013,2016,2,NA,-17.71,150.73
CS112,Tregrosse Reef Cricket Pitch,-17.773016,150.634683,Australia,2,2013,2013,1,NA,-17.77,150.63
CS116,Abington Reef Dark Gutter,-18.07193,149.61072,Australia,2,2013,2013,1,NA,-18.07,149.61
CS119,Abington Reef SW point,-18.06817,149.61798,Australia,2,2013,2013,1,NA,-18.07,149.62
CS12,NE Herald Bommie,-16.93007,149.19332,Australia,4,2012,2017,2,NA,-16.93,149.19
CS120,Flinders Reef Entrance,-17.86107,148.46912,Australia,1,2013,2013,1,NA,-17.86,148.47
CS122,South Flinders Horseshoe centre,-17.87718,148.51165,Australia,4,2013,2017,2,NA,-17.88,148.51
CS123,South Flinders Horseshoe NW,-17.82899,148.50514,Australia,4,2013,2017,2,NA,-17.83,148.51
CS124,Flinders Reef Bommie,-17.82752,148.50348,Australia,2,2013,2013,1,NA,-17.83,148.5
CS125,Flinders S Cay Bommie,-17.71423,148.44453,Australia,2,2013,2013,1,NA,-17.71,148.44
CS126,Flinders Ribbon Reef South Cay,-17.71666,148.43873,Australia,4,2013,2017,2,NA,-17.72,148.44
CS128,Flinders Cay Storm Bommie,-17.70575,148.4606,Australia,4,2013,2017,2,NA,-17.71,148.46
CS129,Flinders Ribbon Reef South Cay E bommie,-17.70304,148.46176,Australia,4,2013,2017,2,NA,-17.7,148.46
CS13,NE Herald Back Reef,-16.92822,149.20228,Australia,4,2012,2017,2,NA,-16.93,149.2
CS130,Chilcott Islet bommie,-16.93133,149.999,Australia,4,2013,2017,2,NA,-16.93,150
CS132,Chilcott Islet SW inner reef,-16.93157,149.99043,Australia,4,2013,2017,2,NA,-16.93,149.99
CS134,Chilcott Islet inshore reef,-16.9366,150.00092,Australia,4,2013,2017,2,NA,-16.94,150
CS135,Magdelaine Cays Rip Bommie,-16.59405,150.33423,Australia,2,2013,2013,1,NA,-16.59,150.33
CS136,Magdelaine Islet South,-16.60686,150.32983,Australia,2,2013,2013,1,NA,-16.61,150.33
CS137,Magdelaine Islet point,-16.59837,150.33033,Australia,2,2013,2013,1,NA,-16.6,150.33
CS138,Magdelaine Islet inner reef north,-16.5971,150.3409667,Australia,2,2013,2013,1,NA,-16.6,150.34
CS139,Magdelaine Cay SW,-16.53378,150.26845,Australia,4,2013,2016,2,NA,-16.53,150.27
CS14,Chilcott South,-16.93573,149.99411,Australia,2,2012,2012,1,NA,-16.94,149.99
CS141,Magdelaine Reef Cruise Ship,-16.52097,150.27712,Australia,4,2013,2016,2,NA,-16.52,150.28
CS142,South Willis Islet bommie,-16.29778,149.95966,Australia,2,2013,2013,1,NA,-16.3,149.96
CS144,Willis Islet Dark Wall,-16.28601,149.95958,Australia,4,2013,2016,2,NA,-16.29,149.96
CS146,Holmes South Cay Inner Reef,-16.49974,147.84345,Australia,4,2013,2016,2,NA,-16.5,147.84
CS147,Holmes Reef Cay Buoy Wall,-16.51274,147.84033,Australia,4,2013,2016,2,NA,-16.51,147.84
CS15,Chilcott Bommie,-16.92247,150.00647,Australia,4,2012,2017,2,NA,-16.92,150.01
CS150,Holmes Reef South Cay Swim through,-16.49493,147.84932,Australia,4,2013,2016,2,NA,-16.49,147.85
CS151,Holmes N Cay anchorage,-16.47592,147.86608,Australia,4,2013,2016,2,NA,-16.48,147.87
CS152,Holmes N Cay bommie,-16.46823,147.86472,Australia,4,2013,2016,2,NA,-16.47,147.86
CS153,Inner Osprey East,-13.85535,146.62455,Australia,4,2013,2016,2,NA,-13.86,146.62
CS154,Inside Osprey NE,-13.854,146.6254,Australia,4,2013,2016,2,NA,-13.85,146.63
CS155,Osprey Pass South,-13.8914,146.55312,Australia,4,2013,2016,2,NA,-13.89,146.55
CS156,Osprey Pass,-13.88295,146.56243,Australia,4,2013,2016,2,NA,-13.88,146.56
CS157,Osprey Pass Channel,-13.8954,146.5576,Australia,4,2013,2016,2,NA,-13.9,146.56
CS158,Osprey Castle,-13.87003,146.57765,Australia,4,2013,2016,2,NA,-13.87,146.58
CS159,Osprey Admiralties,-13.8527,146.574,Australia,2,2013,2013,1,NA,-13.85,146.57
CS17,SW South West Islet,-16.97162,149.90476,Australia,4,2012,2017,2,NA,-16.97,149.9
CS170,Lihou Turtle Islet SW,-17.119,152.0003,Australia,3,2013,2018,2,NA,-17.12,152
CS171,Bougainville Reef southwest,-15.48855,147.0903,Australia,4,2015,2016,2,NA,-15.49,147.09
CS172,Bougainville Reef W central,-15.48253,147.0993,Australia,4,2015,2016,2,NA,-15.48,147.1
CS173,Bougainville Reef lagoon,-15.48885,147.10716,Australia,4,2015,2016,2,NA,-15.49,147.11
CS174,Bougainville Reef Lagoon East,-15.48433,147.10759,Australia,4,2015,2016,2,NA,-15.48,147.11
CS177,Osprey Reef Lagoon South,-13.98559,146.69139,Australia,4,2015,2016,2,NA,-13.99,146.69
CS179,Osprey south bommie,-13.97563,146.67549,Australia,4,2015,2016,2,NA,-13.98,146.68
CS18,South West Islet Bommie,-16.96134,149.90547,Australia,4,2012,2017,2,NA,-16.96,149.91
CS180,Osprey S W Bommie,-13.96688,146.66721,Australia,4,2015,2016,2,NA,-13.97,146.67
